57330f22-4ce9-45a2-a004-c356ed8536e3,Health 155,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_155@contosoisd3.onmicrosoft.com,Section_155,Section_155,155
5e3a0adc-95e4-4b71-b557-28bcedba5975,Art 122,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_122@contosoisd3.onmicrosoft.com,Section_122,Section_122,122
6389ad33-9679-44f2-8a0f-707bfad74cc4,Music 42,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_42@contosoisd3.onmicrosoft.com,Section_42,Section_42,42
665fac09-ede3-4806-94f5-9c33b7940718,Technology - Programming 34,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec34@contosoisd3.onmicrosoft.com,Section_sec34,Section_sec34,sec34
80f95ecc-63a4-4cc6-8a8b-8316b7c9ca26,Math - Algebra 231,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_231@contosoisd3.onmicrosoft.com,Section_231,Section_231,231
9718e6a9-cef1-45a6-85c9-b8cf4c34d107,Physical Education 137,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_137@contosoisd3.onmicrosoft.com,Section_137,Section_137,137
a5fbd014-4cb6-4dea-8b9a-8d45f3247b06,Science Biology 116,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_116@contosoisd3.onmicrosoft.com,Section_116,Section_116,116
a6bab37a-30db-462f-bc65-93868c3f76e0,Music 125,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_125@contosoisd3.onmicrosoft.com,Section_125,Section_125,125
cbea8161-8008-4270-bda2-64fa4b67f563,Science Biology 4,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec4@contosoisd3.onmicrosoft.com,Section_sec4,Section_sec4,sec4
d7542c8c-2e46-4a50-be27-511af7c36835,Art 14,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_14@contosoisd3.onmicrosoft.com,Section_14,Section_14,14
03e4ab41-5fac-4a20-8271-b04be86845b2,Art 113,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_113@contosoisd3.onmicrosoft.com,Section_113,Section_113,113
395a9f73-d1f7-4f3e-aba7-c874589444df,Math - Geometry 48,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec48@contosoisd3.onmicrosoft.com,Section_sec48,Section_sec48,sec48
6c172d84-1912-403f-8e27-2f3b7757d93e,History - World History 58,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec58@contosoisd3.onmicrosoft.com,Section_sec58,Section_sec58,sec58
9991657f-e87a-4fda-bfd8-8fbcdf6fca96,Music 118,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_118@contosoisd3.onmicrosoft.com,Section_118,Section_118,118
afe8f344-ad38-4537-9b75-eecbb3d7834e,Math - Geometry 196,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_196@contosoisd3.onmicrosoft.com,Section_196,Section_196,196
bd4d69c5-7971-421e-8bf8-e43c78be2e95,Art 92,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_92@contosoisd3.onmicrosoft.com,Section_92,Section_92,92
be7831bb-bb1d-4b7b-a7a7-7645881c9196,Music 6,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_6@contosoisd3.onmicrosoft.com,Section_6,Section_6,6
cf7e82da-3f8d-4db2-a7a4-b92ec93dcf71,Technology - Programming 164,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_164@contosoisd3.onmicrosoft.com,Section_164,Section_164,164
f008e725-860d-4e59-bbad-e74666230915,Math - Algebra 72,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_72@contosoisd3.onmicrosoft.com,Section_72,Section_72,72
f93b56ad-f417-4f34-860c-fb78a195ca0f,Health 144,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_144@contosoisd3.onmicrosoft.com,Section_144,Section_144,144
11dd5b52-50cc-4fba-85f5-8726244a5995,History - World History 76,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec76@contosoisd3.onmicrosoft.com,Section_sec76,Section_sec76,sec76
1dd720c1-b65b-4599-929a-144282727d91,History - World History 44,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_44@contosoisd3.onmicrosoft.com,Section_44,Section_44,44
5814b1ac-83cf-4ef8-ae86-c95d3e53288b,Math - Geometry 71,2021-08-26T18:08:23.000Z,2021-09-05T06:16:22.000Z,Section_sec71@contosoisd3.onmicrosoft.com,Section_sec71,Section_sec71,sec71
